Begin	End	Name	Symbol	Gene Type
1553972	1555669	malate dehydrogenase (oxaloacetate-decarboxylating)	maeA	protein-coding
1555826	1555963	ribosome-associated protein Sra	sra	protein-coding
1556065	1556280	biofilm-dependent modulation protein	bdm	protein-coding
1556625	1557056	osmotically inducible peroxiredoxin OsmC	osmC	protein-coding
1557112	1558038	putative D,D-dipeptide ABC transporter ATP-binding subunit DdpF	ddpF	protein-coding
1558031	1559017	putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD	ddpD	protein-coding
1559014	1559910	putative D,D-dipeptide ABC transporter membrane subunit DdpC	ddpC	protein-coding
1559907	1560929	putative D,D-dipeptide ABC transporter membrane subunit DdpB	ddpB	protein-coding
1560931	1562481	putative D,D-dipeptide ABC transporter periplasmic binding protein	ddpA	protein-coding
1562495	1563076	D-alanyl-D-alanine dipeptidase	ddpX	protein-coding
1563334	1565733	oxygen-sensing c-di-GMP phosphodiesterase DosP	dosP	protein-coding
1565758	1567140	diguanylate cyclase DosC	dosC	protein-coding
1567178	1567219	protein YddY	yddY	protein-coding
1567504	1568823	divisome localized glycosyl hydrolase	digH	protein-coding
1568954	1570489	L-glutamate:4-aminobutyrate antiporter	gadC	protein-coding
1570645	1572045	glutamate decarboxylase B	gadB	protein-coding
1572407	1575202	periplasmic metalloprotease	pqqL	protein-coding
1575247	1577619	putative TonB-dependent receptor YddB	yddB	protein-coding
1577657	1579342	ABC transporter family protein YddA	yddA	protein-coding
1579545	1579667	protein YneP	yneP	protein-coding
1579633	1580790	putative anaerobic sulfatase maturation enzyme YdeM	ydeM	protein-coding
1580842	1582524	putative sulfatase YdeN	ydeN	protein-coding
1582926	1583687	DNA-binding transcriptional dual regulator YdeO	ydeO	protein-coding
1583762	1583959	two-component system connector SafA	safA	protein-coding
1584207	1586486	putative oxidoreductase YdeP	ydeP	protein-coding
1586820	1587734	putative fimbrial adhesin protein YdeQ	ydeQ	protein-coding
1587793	1588296	putative fimbrial protein YdeR	ydeR	protein-coding
1588309	1588839	putative fimbrial protein YdeS	ydeS	protein-coding
1588853	1590001	fimbrial usher domain-containing protein YdeT	ydeT	protein-coding
1590334	1590536	uncharacterized gene	yneL	pseudogene
1590854	1592176	serine/threonine-protein kinase toxin HipA	hipA	protein-coding
1592176	1592442	antitoxin/DNA-binding transcriptional repressor HipB	hipB	protein-coding
1592665	1598086	uncharacterized gene	yneO	pseudogene
1598617	1600209	autoinducer-2 kinase	lsrK	protein-coding
1600288	1601241	DNA-binding transcriptional repressor LsrR	lsrR	protein-coding
1601490	1603025	Autoinducer-2 ABC transporter ATP binding subunit	lsrA	protein-coding
1603019	1604047	Autoinducer-2 ABC transporter membrane subunit LsrC	lsrC	protein-coding
1604047	1605039	Autoinducer-2 ABC transporter membrane subunit LsrD	lsrD	protein-coding
1605051	1606073	Autoinducer-2 ABC transporter periplasmic binding protein	lsrB	protein-coding
1606100	1606975	3-hydroxy-2,4-pentadione 5-phosphate thiolase	lsrF	protein-coding
1606999	1607289	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase	lsrG	protein-coding
1607346	1608104	trans-aconitate 2-methyltransferase	tam	protein-coding
1608108	1609022	PF01062 family inner membrane protein YneE	yneE	protein-coding
1609229	1610680	tagaturonate reductase	uxaB	protein-coding
1610907	1611854	putative diguanylate cyclase DgcF	dgcF	protein-coding
1611966	1612325	DUF4186 domain-containing protein YneG	yneG	protein-coding
1612325	1613251	glutaminase 2	glsB	protein-coding
1613315	1614703	succinate semialdehyde dehydrogenase (NAD(P)(+)) Sad	sad	protein-coding
1614804	1615685	putative DNA-binding transcriptional regulator YneJ	yneJ	protein-coding
1615763	1616878	protein YneK	yneK	protein-coding
1617028	1618218	L-arabinose exporter	ydeA	protein-coding
1618243	1618908	inner membrane protein MarC	marC	protein-coding
1619120	1619554	DNA-binding transcriptional repressor MarR	marR	protein-coding
1619574	1619957	DNA-binding transcriptional dual regulator MarA	marA	protein-coding
1619989	1620207	multiple antibiotic resistance protein MarB	marB	protein-coding
1620238	1621137	cysteine/O-acetylserine exporter EamA	eamA	protein-coding
1621332	1622519	dipeptide exporter	ydeE	protein-coding
1622646	1622741	small protein MgtS	mgtS	protein-coding
1622741	1622845	protein MgtT	mgtT	protein-coding
1622817	1622914	small regulatory RNA MgrR	mgrR	ncRNA
1622960	1623850	diguanylate cyclase DgcZ	dgcZ	protein-coding
1624105	1624497	BOF family protein YdeI	ydeI	protein-coding
1624773	1625291	PF02464 family protein YdeJ	ydeJ	protein-coding
1625335	1627380	peptidyl-dipeptidase Dcp	dcp	protein-coding
1627517	1628263	3-hydroxy acid dehydrogenase YdfG	ydfG	protein-coding
1628352	1629038	DNA-binding transcriptional repressor RspR	rspR	protein-coding
1629215	1629418	putative selenoprotein YdfZ	ydfZ	protein-coding
1629453	1630913	putative oxidoreductase YdfI	ydfI	protein-coding
1631002	1632285	putative transporter YdfJ	ydfJ	protein-coding
1632890	1633003	protein YnfT	ynfT	protein-coding
1633072	1633305	cold shock protein YdfK	ydfK	protein-coding
1633622	1634212	putative recombinase PinQ	pinQ	protein-coding
1634310	1634885	putative tail fiber assembly protein TfaQ	tfaQ	protein-coding
1634885	1635847	putative prophage side tail fiber protein StfQ	stfQ	protein-coding
1635798	1636367	putative prophage DNA-packaging protein NohA	nohA	protein-coding
1636756	1636989	DUF3950 domain-containing protein YnfO	ynfO	protein-coding
1637047	1637457	DUF1398 domain-containing protein YdfO	ydfO	protein-coding
1637609	1637782	protein GnsB	gnsB	protein-coding
1637954	1638109	protein YnfN	ynfN	protein-coding
1638188	1638253	protein YnfR	ynfR	protein-coding
1638256	1638444	protein YnfQ	ynfQ	protein-coding
1638455	1638667	cold shock-like protein CspI	cspI	protein-coding
1639030	1639527	DUF2514 domain-containing protein RzpQ	rzpQ	protein-coding
1639080	1639334	putative lipoprotein RzoQ	rzoQ	protein-coding
1639524	1640057	putative lysozyme	rrrQ	protein-coding
1640054	1640365	protein YdfR	ydfR	protein-coding
1640370	1640585	putative prophage lysis protein EssQ	essQ	protein-coding
1640805	1640975	putative zinc-binding protein YnfU	ynfU	protein-coding
1641339	1641554	cold shock-like protein CspB	cspB	protein-coding
1641855	1642067	cold shock-like protein CspF	cspF	protein-coding
1642122	1642211	protein YnfS	ynfS	protein-coding
1642489	1643241	putative antitermination protein Q	ydfT	protein-coding
1643255	1644304	protein YdfU	ydfU	protein-coding
1644651	1644902	protein Rem	rem	protein-coding
1645119	1645274	toxic protein HokD	hokD	protein-coding
1645346	1645633	mRNA interferase toxin RelE	relE	protein-coding
1645633	1645872	antitoxin/DNA-binding transcriptional repressor RelB	relB	protein-coding
1645897	1646202	protein YdfV	ydfV	protein-coding
1646405	1646737	PF14282 family protein FlxA	flxA	protein-coding
1647174	1647323	protein YdfW	ydfW	protein-coding
1647346	1647636	protein YdfX	ydfX	protein-coding
1647620	1647850	putative DNA-binding transcriptional regulator DicC	dicC	protein-coding
1647934	1648341	DNA-binding transcriptional dual regulator DicA	dicA	protein-coding
1648508	1648663	DUF1391 domain-containing protein YdfA	ydfA	protein-coding
1648665	1648793	uncharacterized protein YdfB	ydfB	protein-coding
1648823	1649041	uncharacterized protein YdfC	ydfC	protein-coding
1649382	1649434	small regulatory RNA DicF	dicF	ncRNA
1649609	1649797	cell division inhibition protein DicB	dicB	protein-coding
1649794	1649985	lysis protein	ydfD	protein-coding
1650078	1650998	uncharacterized gene	ydfE	pseudogene
1650881	1651537	uncharacterized gene	insD7	pseudogene
1651512	1652708	uncharacterized gene	intQ	pseudogene
1652728	1652838	protein YnfP	ynfP	protein-coding
1652896	1653915	putative zinc-binding dehydrogenase RspB	rspB	protein-coding
1653927	1655141	mandelate racemase/muconate lactonizing enzyme family protein RspA	rspA	protein-coding
1655347	1655673	putative transporter YnfA	ynfA	protein-coding
1655808	1656149	DUF1283 domain-containing protein YnfB	ynfB	protein-coding
1656184	1656744	spermidine N-acetyltransferase	speG	protein-coding
1656747	1657457	PF06788 family lipoprotein YnfC	ynfC	protein-coding
1657565	1657870	DUF1161 domain-containing protein YnfD	ynfD	protein-coding
1658069	1660495	putative selenate reductase YnfE	ynfE	protein-coding
1660556	1662979	putative selenate reductase YnfF	ynfF	protein-coding
1662990	1663607	putative oxidoreductase YnfG	ynfG	protein-coding
1663609	1664463	putative menaquinol dehydrogenase	ynfH	protein-coding
1664506	1665120	redox enzyme maturation protein DmsD	dmsD	protein-coding
1665315	1666571	putative chloride:H(+) antiporter ClcB	clcB	protein-coding
1666524	1667219	dethiobiotin synthetase BidA	bidA	protein-coding
1667344	1668564	DNA-binding transcriptional repressor Mlc	mlc	protein-coding
1668699	1669592	putative DNA-binding transcriptional regulator YnfL	ynfL	protein-coding
1669699	1670952	putative transporter YnfM	ynfM	protein-coding
1671376	1671684	periplasmic chaperone Asr	asr	protein-coding
1671777	1671860	uncharacterized protein YdgU	ydgU	protein-coding
1671960	1672781	putative serine protease YdgD	ydgD	protein-coding
1672820	1673149	multidrug/spermidine efflux pump membrane subunit MdtI	mdtI	protein-coding
1673136	1673501	multidrug/spermidine efflux pump membrane subunit MdtJ	mdtJ	protein-coding
1673608	1673709	protein MdtU	mdtU	protein-coding
1673913	1674947	autoinducer 2 exporter	tqsA	protein-coding
1674972	1676360	pyridine nucleotide transhydrogenase subunit beta	pntB	protein-coding
1676371	1677903	pyridine nucleotide transhydrogenase subunit alpha	pntA	protein-coding
1678427	1679371	DUF1471 domain-containing protein YdgH	ydgH	protein-coding
1679557	1680939	putative arginine:ornithine antiporter	ydgI	protein-coding
1680976	1681698	dihydromonapterin reductase	folM	protein-coding
1681695	1682030	GlpM family protein	ydgC	protein-coding
1682159	1682878	DNA-binding transcriptional regulator RstA	rstA	protein-coding
1682882	1684183	sensory histidine kinase RstB	rstB	protein-coding
1684259	1685188	DNA replication terminus site-binding protein	tus	protein-coding
1685185	1686588	fumarase C	fumC	protein-coding
1686731	1688377	fumarase A	fumA	protein-coding
1688576	1689751	mannose-6-phosphate isomerase	manA	protein-coding
1689852	1691360	DUF945 domain-containing protein YdgA	ydgA	protein-coding
1691586	1692851	outer membrane porin family protein UidC	uidC	protein-coding
1692890	1694263	glucuronide:H(+) symporter	uidB	protein-coding
1694260	1696071	beta-glucuronidase	uidA	protein-coding
1696462	1697052	DNA-binding transcriptional repressor UidR	uidR	protein-coding
1697273	1698040	7-alpha-hydroxysteroid dehydrogenase	hdhA	protein-coding
1698152	1699180	DNA-binding transcriptional repressor MalI	malI	protein-coding
1699355	1700947	PTS enzyme IIBC component MalX	malX	protein-coding
1700957	1702129	negative regulator of MalT activity/cystathionine beta-lyase	malY	protein-coding
1702233	1703234	adenosine deaminase	add	protein-coding
1703268	1704308	putative oxidoreductase YdgJ	ydgJ	protein-coding
1704551	1704676	beta-lactam resistance protein	blr	protein-coding
1704949	1705164	H-NS- and StpA-binding protein	cnu	protein-coding
1705250	1705690	DUF2569 domain-containing inner membrane protein YdgK	ydgK	protein-coding
1705767	1706348	SoxR [2Fe-2S] reducing system protein RsxA	rsxA	protein-coding
1706348	1706926	SoxR [2Fe-2S] reducing system protein RsxB	rsxB	protein-coding
1706919	1709141	SoxR [2Fe-2S] reducing system protein RsxC	rsxC	protein-coding
1709142	1710200	SoxR [2Fe-2S] reducing system protein RsxD	rsxD	protein-coding
1710204	1710824	SoxR [2Fe-2S] reducing system protein RsxG	rsxG	protein-coding
1710828	1711523	SoxR [2Fe-2S] reducing system protein RsxE	rsxE	protein-coding
1711523	1712158	endonuclease III	nth	protein-coding
1712769	1714271	dipeptide/tripeptide:H(+) symporter DtpA	dtpA	protein-coding
1714377	1714982	glutathione S-transferase GstA	gstA	protein-coding
1715026	1715889	pyridoxal kinase 2	pdxY	protein-coding
1715948	1717222	tyrosine--tRNA ligase	tyrS	protein-coding
1717351	1718007	pyridoxine/pyridoxamine 5'-phosphate oxidase	pdxH	protein-coding
1718066	1718395	inhibitor of c-type lysozyme, putative lipoprotein	mliC	protein-coding
1718493	1719602	anhydro-N-acetylmuramic acid kinase	anmK	protein-coding
1719876	1720343	outer membrane lipoprotein SlyB	slyB	protein-coding
1720390	1720824	DNA-binding transcriptional dual regulator SlyA	slyA	protein-coding
1721025	1721261	DUF1656 domain-containing protein YdhI	ydhI	protein-coding
1721264	1722121	putative membrane fusion protein YdhJ	ydhJ	protein-coding
1722121	1724133	putative transporter YdhK	ydhK	protein-coding
1724134	1724655	superoxide dismutase (Cu-Zn)	sodC	protein-coding
1724736	1725632	putative oxidoreductase YdhF	ydhF	protein-coding
1725681	1725920	DUF1289 domain-containing protein YdhL	ydhL	protein-coding
1726023	1726622	DNA-binding transcriptional repressor NemR	nemR	protein-coding
1726659	1727756	N-ethylmaleimide reductase	nemA	protein-coding
1727837	1728244	lactoylglutathione lyase	gloA	protein-coding
1728347	1728994	ribonuclease T	rnt	protein-coding
1729087	1733703	ATP-dependent helicase Lhr	lhr	protein-coding
1733754	1734101	glutaredoxin 4	grxD	protein-coding
1734435	1735250	peptidoglycan endopeptidase/peptidoglycan L,D-carboxypeptidase MepH	mepH	protein-coding
1735378	1735959	superoxide dismutase (Fe)	sodB	protein-coding
1736121	1737290	putative transporter YdhP	ydhP	protein-coding
1737456	1737545	cytochrome bd-I accessory subunit CydH	cydH	protein-coding
1737844	1738869	DNA-binding transcriptional repressor PurR	purR	protein-coding
1738866	1739798	DNA-binding transcriptional activator PunR	punR	protein-coding
1739911	1741122	purine nucleoside transporter PunC	punC	protein-coding
1741413	1742561	cyclopropane fatty acyl phospholipid synthase	cfa	protein-coding
1742601	1743242	riboflavin synthase	ribC	protein-coding
1743457	1744830	multidrug efflux pump MdtK	mdtK	protein-coding
1744871	1746127	putative adhesin-related protein YdhQ	ydhQ	protein-coding
1746435	1746511	tRNA-Val	valV	tRNA
1746516	1746592	tRNA-Val	valW	tRNA
1746700	1747005	putative monooxygenase YdhR	ydhR	protein-coding
1747131	1748735	FAD/NAD(P) binding domain-containing protein YdhS	ydhS	protein-coding
1748747	1749559	uncharacterized protein YdhT	ydhT	protein-coding
1749563	1750348	putative cytochrome YdhU	ydhU	protein-coding
1750345	1751013	putative 4Fe-4S ferredoxin-like protein YdhX	ydhX	protein-coding
1751077	1751724	uncharacterized protein YdhW	ydhW	protein-coding
1751728	1753830	putative oxidoreductase YdhV	ydhV	protein-coding
1753851	1754477	putative 4Fe-4S ferredoxin-like protein YdhY	ydhY	protein-coding
1754932	1755141	fumarase D	fumD	protein-coding
1755496	1755690	protein YnhH	ynhH	protein-coding
1755698	1757110	pyruvate kinase 1	pykF	protein-coding
1757421	1757657	murein lipoprotein	lpp	protein-coding
1757721	1758725	L,D-transpeptidase LdtE	ldtE	protein-coding
1758874	1759290	sulfur carrier protein SufE	sufE	protein-coding
1759303	1760523	L-cysteine desulfurase	sufS	protein-coding
1760520	1761791	Fe-S cluster scaffold complex subunit SufD	sufD	protein-coding
1761766	1762512	Fe-S cluster scaffold complex subunit SufC	sufC	protein-coding
1762522	1764009	Fe-S cluster scaffold complex subunit SufB	sufB	protein-coding
1764018	1764386	iron-sulfur cluster insertion protein SufA	sufA	protein-coding
1764713	1764780	small regulatory RNA RydB	rydB	ncRNA
1764934	1765122	uncharacterized protein YdiH	ydiH	protein-coding
1765222	1765632	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	menI	protein-coding
1765629	1768685	putative FAD-linked oxidoreductase YdiJ	ydiJ	protein-coding
1769074	1770186	putative transporter YdiK	ydiK	protein-coding
1770372	1770477	small regulatory RNA RprA	rprA	ncRNA
1770615	1770971	DUF1870 domain-containing protein YdiL	ydiL	protein-coding
1771071	1772285	putative exporter YdiM	ydiM	protein-coding
1772512	1773777	putative transporter YdiN	ydiN	protein-coding
1773789	1774655	quinate/shikimate dehydrogenase	ydiB	protein-coding
1774686	1775444	3-dehydroquinate dehydratase	aroD	protein-coding
1775587	1777182	putative acetate-CoA transferase YdiF	ydiF	protein-coding
1777196	1778347	putative acyl-CoA dehydrogenase YdiO	ydiO	protein-coding
1778390	1779301	putative DNA-binding transcriptional regulator YdiP	ydiP	protein-coding
